순번;제목;저자명;출판사;isbn여부;ISBN;한줄소개
268;N;김예슬;텍스트 프레스;Y;9791192023038;“밖으로 나갔지만 달라지는 것은 없었다. 그걸 그리기로 했다. 그래서 이 만화들은 거듭되는 자리보전 이야기이다.”
269;멜버른 드로잉;이지은;꾸미;Y;9791196586355;잔디밭에서의 요가, 청정 자연 속에서의 힐링을 꿈꾸며 떠난 호주 워킹홀리데이.실상은 브라이튼 비치에서 아무노래 챌린지를 추고, 채식 레스토랑에서 자원봉사를 하고, 바리스타를 꿈꿨지만, 스시 가게의 일꾼이 되었습니다. 코로나19로 인해, 60일이란 짧은 기간을 지내고 돌아 왔지만, 그곳의 다채로운 기억을 떠올리며 마카 드로잉으로 호주의 순간들을 담았습니다. 『멜버른 드로잉』은 커피와 예술의 도시, 멜버른에서의 호주 워킹홀리데이60일간 알차게 놀고 일한 기록을 담은 여행 드로잉 에세이입니다.
270;치앙마이 나잇 레터;이지은;꾸미;Y;9791198048585;"치앙마이의 22박 23일 여행지의 밤에 보낸 편지
치앙마이의 카페, 요가, 재즈바, 쿠킹클래스, 먹거리, 야시장, 빠이에서의 여행을 담은 세 번의 편지와 여행 정보들.

우연한 여행 속 차오르는 행복을 느껴 보세요. :)"
271;도쿄 나잇 레터;이지은;꾸미;Y;9791198048578;"도쿄의 5박 6일, 여행지의 밤에 보낸 편지
익숙한 듯 낯선 도시 도쿄에서의 설렘 가득한 이야기.

도쿄를 여행하는 여섯 번의 낮과 다섯 번의 밤이 담긴 이야기. 도쿄의 카페, 미술관, 공원, 먹거리와 키치죠지의 5박 6일 여행을 담은 세 번의 편지글을 만나 보세요."
272;초연한 시선;이지은;꾸미;Y;9791198048554;"13개국 31개 도시의 국내 해외 여행 사진 단상집입니다.
초연하고 싶지만 초연하지 않은, 여행에서 만난 장면과 감정을 담았습니다.

프랑스 파리, 캄보디아 시아누크빌, 체코 프라하, 일본 도쿄, 네덜란드 암스테르담, 호주 멜버른 등 다양한 여행지의 사진과 글을 만나보세요."
273;따스한 온기;이지은;꾸미;Y;9791196586393;"""강아지와 함께 살면 마음이 폭신한 솜이불처럼 부드러워진다. 맑은 눈망울을 보면 머릿속 잡생각도, 오늘 있었던 기분 나쁜 일도 다 잊게 된다. 오늘도 집에 돌아가면, 어떠한 하루를 보냈느냐고, 심심하지 않았냐고 너희들에게 묻겠지. 따스한 온기를 나누어주어 고맙다고 쓰다듬으며 말이다.""빨간 떡볶이 코트 안에 숨겨와 우리 집에 오게 된 하얀 말티즈 사고뭉치 이똘이와 큰 눈망울에 겁보지만 가족에게는 애굣덩어리인 장모치와와 믹스견 이콩이의 아웅다웅 연대기. 귀여운 털뭉치들과의 첫 만남과 사랑, 이별, 그들의 온기를 담은 에세이"
274;소소하게 미니멀 라이프;이지은;꾸미;Y;9791196586362;환경 운동가'보다는 '일상의 환경 실천가'로서나와 지구의 건강을 위해 소소하게 실천한 미니멀리즘, 채식, 제로 웨이스트 이야기. 2017년도부터 미니멀 라이프를 지향한 저자는 2018년도 4월부터 1년간 블로그에 #소소하게실천 이라는 키워드로 100가지 기록을 적었습니다. 100가지 실천을 50개의 에피소드로 다듬어 책으로 엮었습니다.내 몸과 마음의 건강을 위한 실천이 지구의 건강에도 도움이 된다는 걸 깨달았습니다. 텀블러, 손수건, 대나무 칫솔 등 친환경 물건 실천에서 시작하여 미니멀 라이프를 위한 비움, 간소한 생활, 채식, 더 나아가 환경을 위한 고민, 개인의 실천을 넘어선 연대까지. 미니멀 라이프와 환경에 대한 가치관이 담긴 에세이입니다.
275;겨울 까미노 그림일기;이지은;꾸미;Y;9791196586348;셋이 합쳐 2,000km.. 삼 부녀의 좌충우돌 까미노 데 산티아고.낮에는 20km를 걷고, 밤에는 그림을 그리며 매일의 겨울 산티아고 순례길 이야기를 담은 <겨울 까미노 그림일기>
276;가방 하나, 유럽;이지은;꾸미;Y;9791196586331;맥주의 본고장, 체코로 캐리어 하나로 교환학생을, 낭만의 센느강, 파리에서 가방 하나로 유럽여행을!자꾸만 물건을 비웠더니… 경험이 대신 채워졌다? 당신은 가벼운 삶을 꿈꾸시나요?<가방 하나, 유럽> 은 한국에서의 짐을 캐리어 하나로 줄인 자칭 미니멀리스트가 체코로 교환학생을 떠나며 벌어지는 다양한 에피소드를 담은 여행에세이 입니다.
277;슬프고 야하고 다정한;슝슝;사는재미연구소;Y;9791197075933;‘사는 건, 사랑하는 건 외롭고 힘든 일이지만 그 속에서 반짝이는 순간들에 대해 말하고 싶었어요. 이 책이 그대의 마음에 들었으면 좋겠네요. 고마워요.’이 책의 여는 말입니다. 사랑하는 사람이라면, 사랑했던 사람이라면 마음에 닿을 사랑에 대한 슬프고 야하고 다정한 이야기들을 시로, 에세이로, 대화로, 소설로 풀어보았습니다. 심리상담사의 마음으로 섬세한 언어로 조심스럽게 썼으니 그대 마음에 다정한 울림이 되길 기대합니다.
278;부디 당신이 사랑을, 사랑을 선택하기를;슝슝, 서하나, 임하;사는재미연구소;Y;9791197075964;"읽고 쓰며 만난 사람들이 있어요. 한 번 만난 적 없어도 진심으로 속내를 터놓고, 정성들여 다듬고 추린 글을 사이에 두고 함께 웃고 울고, 다시 만날 기약 없어도 그의 평안을 기도하는 글로 맺은 우정이에요.

서하나와는 2020년 그의 책으로 먼저 만났다가 2021년 그가 제가 진행하는 밑미의 리추얼 '나를 껴안는 글쓰기'를 신청했고, 임하와는 2023년 같은 리추얼에서 만났어요. 이 책의 글들은 4 주간의 리추얼 기간 동안 쓰여졌고요. 우리의 인연이 어떻게 흘러갈 지는 알 수 없지만, 우리의 글은 오래오래 살아남기를 바라요.

사랑으로 살고자 애썼던 서하나, 임하, 슝슝의 이야기를 이 책에 담아 당신에게 전해요. 부디 당신이 사랑을, 사랑을 선택하기를. 그 여정을 기록하고 함께 나눌 인연들을 만나기를 바라요.

삶에서 그보다 더 중요한 것이 있을까요? 슝슝"
279;퇴근이 취미입니다;Moon Bro;헤이브로;Y;9791197193705;평범한 회사원 MOON Bro.가 7×7 사이즈 Post-it에 기록한 일상을 책으로 만들었습니다. 여행을 다니며 기록을 하고, 직장이나 집에 있었던 일을 일기처럼 남기기도 합니다. 그동안 모아온 수천장의 Post-it 그림중 직장생활 이야기만을 가려 모았습니다.
280;나의 가정출산 이야기;권다혜;묵호출판사;Y;9791198549709;뱃속의 아이를 자연스럽게 만나고 싶었습니다. 의료기관이 아닌 우리집에서, 뱃속의 아이, 아이를 품은 엄마, 그리고 아이의 아빠, 세 사람이 함께한 편안하고 자연스러운 가정출산 이야기를 만화로 그려 엮었습니다.
281;SILENT SHAPES;이소현;SILENT SHAPES;N;-;공간의 잔상을 재구성한 패턴 작업 시리즈로, 모로코의 선인장 정원과 카펫 가게에서의 기하학 산책을 모티브로 한 14가지 장면이 담겨있습니다. 낱장으로 뜯어 포스터나 포장지 등으로 활용할 수 있습니다. 
282;자음과 모음이 밀려오다;이소현;SILENT SHAPES;Y;9791196410810;늦여름 해변에서의 소리산책 풍경을 담은 책입니다.페이지를 넘길 때마다 소리는 점점 커지고, 밤의 불꽃놀이에서 정점을 달합니다.아침이 되자 아무 일도 없었던 듯 모든 소리는 쓸려갑니다.
283;수상한 언덕 위의 춤;이소현;SILENT SHAPES;Y;9791196410803;그림 그리는 사람들의 일상을 연극 형식으로 재구성한 아티스트북. 어김없는 매일의 시간 속에서 공간의 앞과 뒤, 어제와 오늘, 너와 나의 시선이 겹쳐 흐른다.느리고 또 빠르게, 신중하고 또 자유분방하게, 각기 다른 내재율로 만들어낸 어떤 춤에 대하여.
284;LOVE IS THE ANSWER;안쏘쥬;누벨바그 아트에이전시;Y;9791198531209;"사진과 영상 분야에서 작가, 디렉터, 모델로 활동해온 폴리매스 안소현 작가가 문학 작품으로선 첫 책을 냈다. ""사랑만이 정답일뿐""이라고 외치는 안쏘쥬의 언어들은 시각적이고 직관적이다. 도발적이면서도 진지한 안쏘쥬의 머릿속으로 들어가보자."
285;Magazine Q.t;이건하;그래픽하;Y;9791196168278;Q.t는 ‘Question to’의 줄임말로 ‘~에게 묻는다’라는 뜻을 가지고 있습니다. 매거진 〈Q.t〉는 PaTI(파주타이포그라피배곳)에서 이루어지는 다양한 활동과 실험적인 시도를 기록해 나가고 있습니다. 매 호 한 가지 주제를 정해 여러 사람과 의견을 묻고 이야기를 나누며, PaTI에서 추구하는 배움의 가치와 정신을 많은 분과 공유하고 싶습니다.
286;사랑할 시간이 부족해;이지향;100 스페이스;Y;9791198439291;삼평 남짓 고시방 방 한 칸이 세상 전부였던 은둔 청년의 변명 에세이
287;White out;김로로;스몰뮤지엄;Y;9791198232830;화이트아웃은 눈이 많이 내린 뒤 주변의 모든 것이 하얗게 보이는 현상을 일컫습니다. 또 다른 의미로는 ‘시야 상실’로, 거리와 방향 감각을 잃은 상태를 말합니다. 종종 사람의 마음에도 화이트아웃이 옵니다. 한 치 앞도 볼 수 없는 어려운 상황이 올때면 눈밭을 보며 위안을 얻었습니다. 그 위안을 마음에 담아 완벽하게 하얀 세상으로 엮었습니다. 언젠가 마음에 화이트아웃이 온다면 이 책을 통해 잠시나마 쉬어갈 수 있기를 바랍니다.
288;몸이 기억하는 말들;김로로;스토리지프레스;Y;9791198223210;이 책은 내 안의 모든 크고 작은 기억들과 그 안에서 피어난 관계에 대한 기록이다. 트라우마 상담 센터를 전전하며 고군분투했던 과정의 일부 기록이기도 하다. 어쩌면 과거의 기억은 그것을 없애려고 할 때마다 점점 더 또렷해져만 가는지도 모른다. 하지만 기억과는 다르게 모든 아픔은 천천히 그러나 확실히 사라진다고 믿는다. 이제는 괴로운 기억보다 행복한 감각들을 더 오랫동안 기억하며 살아가고 싶다. 이렇게 자리한 오랜 기억에 관한 이야기를 이제는 소중하게 이어 나가고 싶다.
289;일소된 세계;김로로;A32;Y;9791191084085;사람은 살아가며 셀 수 없는 여러 가지 상처를 안습니다. 갑자기 닥친 죽음처럼, 세상에는 예기치 못한 일이 일어나기도 합니다. 어느날 영영 잃어버린 소중한 것들의 상실에 대한 슬픔으로 오랜 시간 불면에 시달렸지만, 점차 매 순간이 현실로 인식되고 그 자리를 조금씩 인식하니 상처는 점점 아물어 갔습니다. 살아가며 상실을 경험하지 않는 사람은 아무도 없습니다. 이 책은 무엇을 어떻게 일어버렸는지가 아니라 그 감정을 그대로 가지고 어떻게 살아가는가에 대한 이야기입니다.
290;초록의 자세;김로로;스몰뮤지엄;Y;9791198232809;산책을 하며 나를 되돌아보고 느꼈던 시간들을 정연하게 담아낸 단상집입니다. 여행과 일상에서 산책하며 쓰고 찍은 단상과 필름 사진을 함께 엮었습니다. 초록의 자세는 삶의 여정을 걷는 누군가의 정신과 태도를 말하며 산책은 그것의 일환이 되는 것이라 말하고 싶습니다. 책을 덮고 나면, 봄이 오듯 푸릇하고도 애틋한 초록의 생기가 스며들기를 바랍니다.
291;blue day, film book;김로로;스몰뮤지엄;Y;9791198232816;계절의 색을 담은 리소 사진 시집입니다. 차가운 겨울의 풍경을 따뜻한 블루의 색으로 이야기합니다. 쌀과 콩기름으로 제작된 친환경 잉크와 종이를 사용했습니다. 겨울의 장면과 시의 문장들로 눈 덮인 마음에 따뜻한 위로가 되기를 바랍니다
292;Ekii mukk;김로로;-;N;;아이슬란드의 소리와 풍경에 관한 이야기를 담은 사진집입니다. 광활한 자연과 그것을 지키는 사람에 대한 무수하고 다양한 표정의 이야기들이 담겨있습니다. 선한 장면과 문장들이 모여 누군가의 삶에 치유와 회복의 모양으로 일조하기를 바라는 마음으로 쓰고 찍었습니다. Sigur ros의 음악이 담긴 저의 오랜 트랙 리스트를 들으며, 순간의 진심을 함께 마주한다면 좋겠습니다.
293;병헤는밤;Simon;와비사비;Y;9791196501235;빈 술병들을 헤던 서울 곳곳의 술맛 좋은 맛집들과, 둘도 없는 주변의 멋진 술친구들을 여행했던 기록들
294;겨울섬;Simon;와비사비;Y;9791196501228;" <겨울섬>은 추운 겨울에 발을 딛였던 두 섬에서의 단상들을 담았습니다.

어느 곳보다도 겨울이 일찍 찾아오는 일본의 북해도와,

어느 곳보다도 겨울이 금방 떠나가는 제주도에서의 여행길에서의 이야기들과 생각들로 엮여진 책입니다."
295;STRANGER;Simon;Organic Cabbage Film;Y;9791196647001;스페인, 프랑스, 이탈리아를 여행하면서 찍었던 사진 그리고영화를 만들기 위해 적었던 짧은 글들을 함께 엮었습니다.
296;배낭에 면도기는 챙기지 않았다;Simon;와비사비;Y;9791196501204;Simon의 두 번째 여행단상집
297;Antipode - 우리가 충분히 오래 걸어간다면;박진범, 권태익;앤티포드(Antipode);Y;9791198261007;『Antipode : 우리가 충분히 오래 걸어간다면』은 서로 다른 지점에서 같은 문장을 바라보며 써 내린 서른 여덟 편의 이야기를 모은 책입니다. 
298;깍두기;네일기;제로페이퍼;Y;9791197897122;안녕하세요. 저는 한국에 사는 영국 사람입니다. 한국에서의 삶은 재밌고 또 쉽지 않습니다. 저는 순대와 강아지를 좋아합니다. 하지만 네 마리 고양이와 함께 삽니다. 저는 지쳐 나가떨어질 때까지 한국어를 쫓아다니는 걸 좋아합니다. 언젠가는 손에 넣을 수 있겠죠?
